645896.79,5493649.49
645899.91,5493649.50
645904.33,5493649.52
645912.81,5493649.57
645916.73,5493649.59
645920.86,5493649.71
645925.17,5493649.85
645929.66,5493650.00
645932.75,5493650.10
645935.91,5493650.20
645939.13,5493650.30
645942.42,5493650.41
645945.79,5493650.52
645949.24,5493650.63
645952.75,5493650.74
645956.35,5493650.86
645960.03,5493650.97
645963.78,5493651.09
645967.63,5493651.22
645979.65,5493651.70
645983.83,5493651.96
645988.10,5493652.23
645992.45,5493652.50
645996.89,5493652.81
