646329.53,5493556.90
646332.63,5493556.72
646337.05,5493556.46
646340.59,5493556.26
646344.30,5493556.04
646348.18,5493555.81
646352.21,5493555.58
646356.42,5493555.33
646360.80,5493555.08
646363.80,5493554.90
646366.89,5493554.72
646370.04,5493554.54
646373.26,5493554.35
646376.52,5493554.16
646379.76,5493553.97
646383.01,5493553.78
646386.25,5493553.59
646389.50,5493553.40
646392.74,5493553.21
646395.98,5493553.02
646399.22,5493552.83
646402.47,5493552.64
646405.72,5493552.45
646425.21,5493551.31
646428.46,5493551.12
646431.70,5493550.93
646434.96,5493550.74
646438.21,5493550.55
646441.46,5493550.36
646444.70,5493550.17
646447.93,5493550.48
646451.15,5493550.94
646454.38,5493551.39
646457.59,5493551.85
646460.82,5493552.30
646473.69,5493554.13
646476.90,5493554.58
646480.12,5493555.04
646483.35,5493555.49
646486.57,5493555.95
646489.79,5493556.41
646499.45,5493557.77
646502.67,5493558.23
646510.73,5493559.37
646523.62,5493561.20
646526.83,5493561.65
646529.80,5493563.00
646532.75,5493564.36
646535.70,5493565.73
646538.66,5493567.09
646541.61,5493568.45
646544.57,5493569.81
646547.51,5493571.17
646550.47,5493572.54
646562.29,5493577.99
646565.25,5493579.35
646568.20,5493580.71
646571.16,5493582.08
646574.10,5493583.44
646577.05,5493584.80
646580.01,5493586.16
646582.97,5493587.52
646585.92,5493588.89
646588.87,5493590.25
646591.83,5493591.61
646594.78,5493592.97
646599.21,5493595.02
646603.63,5493597.05
