645189.34,5493982.52
645192.46,5493982.60
645195.73,5493982.68
645199.17,5493982.76
645202.78,5493982.85
645206.59,5493982.95
645210.58,5493983.04
645214.73,5493983.14
645219.01,5493983.25
645223.45,5493983.36
645226.50,5493983.43
645229.62,5493983.51
645232.82,5493983.58
645236.10,5493983.66
645239.45,5493983.75
645242.87,5493983.83
645246.38,5493983.92
645249.97,5493984.00
645253.65,5493984.09
645257.39,5493984.18
645261.23,5493984.28
645265.15,5493984.37
645269.16,5493984.47
645273.25,5493984.57
645277.41,5493984.98
645281.64,5493985.43
645285.93,5493985.89
645290.29,5493986.36
645294.74,5493986.78
645299.25,5493987.18
645303.86,5493987.60
645308.54,5493988.02
645313.28,5493988.36
645318.03,5493988.69
645322.62,5493989.99
645327.14,5493991.48
645333.80,5493994.10
