646048.39,5493987.41
646051.53,5493987.34
646054.86,5493987.27
646058.38,5493987.18
646062.04,5493987.10
646065.85,5493987.01
646069.81,5493986.92
646073.94,5493986.83
646078.24,5493986.73
646082.72,5493986.63
646085.79,5493986.56
646088.95,5493986.48
646092.17,5493986.41
646095.43,5493986.34
646098.68,5493986.26
646101.94,5493986.19
646105.19,5493986.11
646108.45,5493986.04
646111.70,5493985.96
646114.94,5493985.89
646118.20,5493985.81
646121.46,5493985.74
646124.72,5493985.67
646127.97,5493985.59
646131.23,5493985.52
646134.48,5493985.44
646137.73,5493985.37
646140.99,5493985.29
646144.25,5493985.22
646155.63,5493984.96
646158.89,5493984.88
646162.14,5493984.81
646165.40,5493984.73
646168.66,5493984.66
646171.91,5493984.58
646175.16,5493984.51
646178.42,5493984.42
646181.67,5493984.29
646184.91,5493984.15
646188.15,5493984.01
646191.40,5493983.87
646194.65,5493983.73
646197.90,5493983.59
646201.15,5493983.45
646204.40,5493983.32
646207.65,5493983.18
646210.90,5493983.04
646214.16,5493982.90
646217.41,5493982.76
646220.65,5493982.62
646223.90,5493982.48
646227.15,5493982.35
646230.40,5493982.21
646233.65,5493982.07
646236.89,5493981.93
646240.14,5493981.79
646243.39,5493981.65
646246.65,5493981.51
646253.14,5493981.24
646256.38,5493981.10
646259.64,5493980.96
646262.89,5493980.82
646266.14,5493980.68
646269.39,5493980.54
646272.65,5493980.41
646279.16,5493980.13
646282.40,5493979.99
646285.65,5493979.85
646288.91,5493979.71
646292.15,5493979.57
646295.40,5493979.44
646298.65,5493979.30
646301.90,5493979.16
646305.14,5493979.02
646308.41,5493978.88
646311.66,5493978.74
