646501.75,5494081.82
646501.51,5494078.71
646501.25,5494075.46
646500.98,5494072.05
646500.70,5494068.48
646500.40,5494064.73
646500.10,5494060.82
646499.77,5494056.74
646499.44,5494052.51
646499.09,5494048.12
646498.86,5494045.11
646498.61,5494042.03
646498.36,5494038.86
646498.11,5494035.63
646497.85,5494032.39
646497.59,5494029.14
646497.34,5494025.90
646497.08,5494022.65
646496.32,5494012.93
646493.88,5493982.10
646493.50,5493977.24
646493.24,5493973.99
646491.96,5493957.78
646491.71,5493954.55
646491.45,5493951.31
646491.20,5493948.06
646490.94,5493944.82
646490.68,5493941.57
646490.43,5493938.33
646490.17,5493935.09
646489.92,5493931.85
646489.66,5493928.61
646488.98,5493910.74
646489.04,5493907.50
646489.11,5493904.24
646489.18,5493900.98
646489.53,5493884.72
646489.60,5493881.46
646489.67,5493878.20
646489.74,5493874.95
646489.81,5493871.69
646489.88,5493868.44
646489.95,5493865.20
646490.02,5493861.95
