644912.03,5493592.51
644914.84,5493591.13
644924.27,5493586.56
644927.73,5493584.91
644969.46,5493565.13
644973.02,5493563.81
644976.64,5493562.46
644980.32,5493561.09
644984.07,5493559.70
644987.88,5493558.27
644995.73,5493555.35
644999.77,5493553.90
645008.10,5493550.95
645012.38,5493549.43
645016.73,5493547.89
645021.17,5493546.31
645025.70,5493544.71
645030.30,5493543.08
645034.97,5493541.42
645039.72,5493539.74
645044.55,5493538.03
645049.49,5493536.34
645054.57,5493534.81
645059.67,5493533.26
645064.76,5493531.72
645069.86,5493530.17
645074.97,5493528.63
645080.07,5493527.08
645085.16,5493525.54
645090.29,5493524.12
645095.42,5493522.71
645100.56,5493521.29
645105.70,5493519.88
645110.82,5493518.46
645115.95,5493517.05
645121.07,5493515.64
645149.53,5493508.72
645154.72,5493507.53
645162.50,5493505.76
645167.70,5493504.57
645172.88,5493503.39
645178.08,5493502.20
645183.27,5493501.02
645188.47,5493499.83
645193.71,5493498.94
645198.95,5493498.06
645204.20,5493497.18
645209.46,5493496.30
645214.71,5493495.42
645219.95,5493494.54
645225.21,5493493.66
645230.46,5493492.78
645235.71,5493491.90
645240.97,5493491.15
645246.28,5493490.66
645251.58,5493490.18
645256.88,5493489.69
645262.20,5493489.21
645267.51,5493488.72
645272.82,5493488.23
645278.11,5493487.75
645283.41,5493487.19
645288.71,5493486.64
645294.00,5493486.15
645299.31,5493485.68
645304.61,5493485.20
645309.93,5493484.79
645315.25,5493484.48
645320.56,5493484.17
645339.17,5493483.07
645344.50,5493482.76
645349.82,5493482.42
645355.12,5493482.02
645360.43,5493481.61
645365.74,5493481.21
645371.05,5493480.81
645394.95,5493479.00
645400.26,5493478.57
645405.57,5493478.10
645410.86,5493477.64
645416.17,5493477.17
645421.48,5493476.70
645426.79,5493476.23
645432.09,5493475.76
645445.36,5493474.59
645450.67,5493474.12
645455.97,5493473.66
645461.28,5493473.19
645466.58,5493472.72
645471.88,5493472.25
645477.18,5493471.78
645482.49,5493471.32
645487.80,5493470.85
645493.11,5493470.38
645498.41,5493469.91
645503.71,5493469.44
645509.02,5493468.98
645514.32,5493468.51
645519.62,5493468.04
645524.92,5493467.57
645530.22,5493467.11
645535.52,5493466.64
645540.82,5493466.17
645546.12,5493465.70
645551.42,5493465.24
