645345.46,5493263.59
645348.28,5493262.30
645351.26,5493260.94
645354.38,5493259.52
645357.65,5493258.02
645361.07,5493256.46
645364.66,5493254.82
645368.44,5493253.09
645372.37,5493251.29
645380.69,5493247.47
645383.60,5493246.12
645386.57,5493244.75
645389.60,5493243.35
645392.67,5493241.92
645395.82,5493240.46
645399.03,5493238.98
645407.35,5493235.12
645410.81,5493233.52
645419.76,5493229.37
645423.45,5493227.66
645427.23,5493225.91
645431.08,5493224.13
645434.99,5493222.31
645438.97,5493220.47
645443.03,5493218.59
645447.15,5493216.68
645451.35,5493214.73
645455.61,5493212.76
645459.94,5493210.75
645464.34,5493208.71
645485.14,5493199.08
645489.97,5493196.85
645494.87,5493194.58
645499.85,5493192.29
645504.88,5493189.97
645509.98,5493187.63
645515.15,5493185.25
645520.39,5493182.84
645525.70,5493180.40
645531.10,5493177.92
645533.83,5493176.66
645547.77,5493170.24
645550.61,5493168.94
645553.46,5493167.62
645556.34,5493166.30
645559.22,5493164.97
645562.13,5493163.64
645565.04,5493162.29
645567.98,5493160.94
