646623.57,5492775.39
646621.48,5492777.70
646619.27,5492780.13
646616.95,5492782.70
646609.26,5492791.19
646606.46,5492794.28
646603.54,5492797.50
646600.50,5492800.86
646585.99,5492816.87
646583.57,5492819.55
646581.09,5492822.28
646578.56,5492825.08
646575.97,5492827.94
646569.28,5492835.32
646566.53,5492838.36
646563.73,5492841.45
646560.87,5492844.60
646557.97,5492847.81
646555.01,5492851.06
646551.99,5492854.35
646548.90,5492857.72
646545.77,5492861.13
646542.58,5492864.61
646539.35,5492868.13
646536.12,5492871.64
646532.90,5492875.15
646529.68,5492878.66
646526.45,5492882.18
646523.23,5492885.69
646520.00,5492889.21
646516.79,5492892.73
646513.62,5492896.28
646510.44,5492899.84
646507.26,5492903.39
