645604.42,5494096.86
645604.71,5494099.96
645605.03,5494103.26
645605.59,5494109.14
645605.95,5494112.92
645606.33,5494116.90
645606.73,5494121.08
645607.15,5494125.42
645607.43,5494128.41
645607.72,5494131.47
645608.03,5494134.62
645608.33,5494137.84
645608.64,5494141.09
645608.95,5494144.32
645609.26,5494147.56
645609.57,5494150.79
645609.88,5494154.03
645610.19,5494157.27
645610.50,5494160.50
645610.81,5494163.75
645611.12,5494167.00
645611.43,5494170.23
645611.74,5494173.47
645612.66,5494183.19
645614.08,5494199.41
645614.37,5494202.65
645614.65,5494205.88
645614.94,5494209.12
645615.22,5494212.36
645615.51,5494215.60
645615.79,5494218.84
645616.08,5494222.08
645616.36,5494225.32
645616.65,5494228.56
645616.93,5494231.80
645617.22,5494235.04
645617.50,5494238.27
645617.79,5494241.52
645618.07,5494244.76
645618.36,5494248.00
645618.64,5494251.25
645618.93,5494254.49
645619.21,5494257.73
645619.50,5494260.97
645619.79,5494264.21
645620.07,5494267.44
645620.40,5494270.68
645620.83,5494273.92
645621.25,5494277.14
645621.68,5494280.38
645622.11,5494283.60
645622.53,5494286.83
645622.96,5494290.06
645623.39,5494293.28
645623.81,5494296.52
645624.24,5494299.73
645624.67,5494302.96
645625.09,5494306.19
645625.52,5494309.41
645625.94,5494312.63
645626.37,5494315.86
645626.79,5494319.08
645627.22,5494322.32
645627.65,5494325.53
645628.07,5494328.77
645628.50,5494331.99
645628.92,5494335.22
645629.35,5494338.44
645629.78,5494341.68
645630.20,5494344.90
645630.63,5494348.12
645631.05,5494351.34
645631.48,5494354.57
645631.91,5494357.80
645632.33,5494361.03
645632.76,5494364.25
645633.12,5494367.48
645633.04,5494370.73
645632.96,5494373.98
645632.88,5494377.23
645632.81,5494380.48
645632.73,5494383.74
645632.65,5494387.00
645632.57,5494390.25
645632.49,5494393.49
645632.41,5494396.73
645632.33,5494399.98
645632.25,5494403.23
645632.18,5494406.49
645632.10,5494409.75
645631.94,5494416.25
645631.39,5494439.02
645631.31,5494442.28
645631.23,5494445.52
645631.15,5494448.77
645631.07,5494452.03
645630.99,5494455.29
645630.92,5494458.54
645630.84,5494461.80
645630.76,5494465.06
645630.68,5494468.31
645630.60,5494471.57
645630.52,5494474.82
645630.44,5494478.07
645630.36,5494481.32
645630.29,5494484.57
645630.21,5494487.82
645630.13,5494491.07
