645087.73,5492941.98
645089.04,5492944.81
645090.44,5492947.79
645091.90,5492950.92
645093.42,5492954.19
645095.02,5492957.60
645096.69,5492961.18
645098.42,5492964.89
645100.23,5492968.78
645102.12,5492972.83
645103.42,5492975.62
645104.77,5492978.49
645106.14,5492981.43
645107.55,5492984.46
645109.01,5492987.58
645110.49,5492990.77
645112.02,5492994.03
645113.58,5492997.37
645115.17,5493000.79
645116.80,5493004.28
645118.47,5493007.85
645120.17,5493011.51
645121.91,5493015.23
645136.00,5493045.41
645138.02,5493049.73
645140.07,5493054.13
645142.15,5493058.58
645144.26,5493063.10
645146.39,5493067.68
645148.56,5493072.32
645150.77,5493077.05
645153.01,5493081.84
645155.27,5493086.69
645157.56,5493091.60
645159.89,5493096.58
645162.25,5493101.65
