646513.41,5494107.13
646516.50,5494107.13
646519.73,5494107.13
646523.11,5494107.13
646526.70,5494107.13
646530.45,5494107.13
646534.40,5494107.13
646542.85,5494107.13
646547.37,5494107.13
646558.55,5494107.13
646561.93,5494107.13
646565.39,5494107.13
646568.92,5494107.13
646572.51,5494107.13
646576.17,5494107.13
646579.90,5494107.13
646583.71,5494107.13
646587.58,5494107.13
646591.54,5494107.13
646595.56,5494107.13
646599.66,5494107.13
646603.81,5494107.13
646608.04,5494107.13
646612.35,5494107.13
646616.73,5494107.13
646621.18,5494107.13
646625.70,5494107.13
646630.29,5494107.13
646634.94,5494107.13
646639.66,5494107.13
646644.44,5494107.13
646649.30,5494107.13
646654.25,5494107.13
646659.28,5494107.13
646664.38,5494107.13
646669.56,5494107.13
646674.81,5494107.13
646680.15,5494107.13
646685.58,5494107.13
646691.10,5494107.13
646696.68,5494107.13
646702.33,5494107.13
646708.04,5494107.13
646713.83,5494107.13
646719.70,5494107.13
646725.65,5494107.13
646731.66,5494107.13
646734.70,5494107.13
646737.76,5494107.13
646740.83,5494107.13
646743.92,5494107.13
646747.04,5494107.13
646750.19,5494107.13
646753.35,5494107.13
646756.52,5494107.13
646759.71,5494107.13
646762.92,5494107.13
646766.16,5494107.13
646769.43,5494107.13
646772.71,5494107.13
