646906.40,5493538.88
646907.03,5493541.96
646907.69,5493545.21
646908.38,5493548.61
646909.10,5493552.19
646909.86,5493555.95
646910.66,5493559.87
646911.49,5493563.99
646912.36,5493568.27
646913.88,5493575.76
646914.51,5493578.89
646915.16,5493582.10
646915.83,5493585.39
646916.51,5493588.75
646917.21,5493592.19
646917.92,5493595.72
646918.65,5493599.30
646919.39,5493602.96
646920.15,5493606.71
646920.93,5493610.53
646921.72,5493614.43
646922.52,5493618.40
646923.34,5493622.45
646924.18,5493626.56
646925.02,5493630.73
646931.85,5493664.41
646932.83,5493669.25
646933.82,5493674.14
646934.82,5493679.11
646935.85,5493684.15
646936.88,5493689.26
646937.93,5493694.44
646938.99,5493699.66
646940.05,5493704.88
646941.11,5493710.10
646942.16,5493715.31
646943.22,5493720.52
646944.28,5493725.73
646945.33,5493730.95
646946.39,5493736.16
646947.45,5493741.39
646948.50,5493746.59
646949.53,5493751.82
646950.49,5493757.05
646953.37,5493772.75
646955.29,5493783.22
646956.25,5493788.45
646957.21,5493793.68
646959.13,5493804.14
646960.09,5493809.38
646961.05,5493814.61
646962.02,5493819.84
646962.97,5493825.07
646963.94,5493830.30
646964.90,5493835.54
646965.86,5493840.76
646966.82,5493846.00
646969.70,5493861.71
646971.62,5493872.17
646972.58,5493877.41
646973.54,5493882.64
646974.50,5493887.87
646975.46,5493893.11
646976.42,5493898.34
646977.38,5493903.57
646978.35,5493908.81
646984.59,5493942.83
646986.03,5493950.67
646986.99,5493955.91
646987.95,5493961.13
646989.96,5493979.62
646990.92,5493992.89
646994.95,5494048.62
646995.33,5494053.92
646995.71,5494059.22
646996.48,5494069.83
646998.04,5494091.05
