645501.34,5493647.49
645500.53,5493650.50
645497.08,5493661.57
645495.66,5493665.17
645494.18,5493668.95
645492.63,5493672.88
645491.02,5493676.98
645489.91,5493679.80
645488.78,5493682.69
645487.62,5493685.65
645486.42,5493688.69
645477.17,5493710.10
645475.41,5493713.55
645456.32,5493752.03
645454.32,5493756.27
645452.25,5493760.55
645449.99,5493764.74
645447.72,5493768.94
645436.40,5493789.90
645434.13,5493794.10
645431.86,5493798.30
645429.60,5493802.50
645427.33,5493806.69
645425.15,5493810.91
645423.08,5493815.20
645421.02,5493819.50
645418.95,5493823.80
645416.89,5493828.10
645414.82,5493832.39
645412.76,5493836.68
645410.70,5493840.98
645408.64,5493845.26
645406.60,5493849.56
645404.60,5493853.89
645402.60,5493858.21
645400.60,5493862.54
645397.99,5493866.35
645387.93,5493872.70
645383.90,5493875.25
645379.87,5493877.79
645375.26,5493877.97
