646054.06,5493271.11
646051.85,5493273.34
646049.50,5493275.71
646047.04,5493278.19
646044.44,5493280.82
646041.72,5493283.57
646038.87,5493286.44
646029.63,5493295.77
646027.41,5493298.00
646025.14,5493300.30
646022.82,5493302.64
646020.45,5493305.03
646018.02,5493307.48
646015.55,5493309.98
646013.02,5493312.53
646010.44,5493315.14
646007.82,5493317.78
646005.14,5493320.48
646002.42,5493323.23
645999.59,5493325.95
645990.33,5493333.96
645987.11,5493336.75
645983.81,5493339.60
645980.45,5493342.51
645977.02,5493345.48
645973.53,5493348.49
645969.99,5493351.55
645966.40,5493354.66
645962.73,5493357.83
645959.00,5493361.06
645955.22,5493364.33
645951.39,5493367.65
645947.51,5493371.00
645943.48,5493374.29
645939.18,5493377.32
645934.82,5493380.39
645925.89,5493386.68
645921.33,5493389.89
645916.72,5493393.15
645912.04,5493396.44
645907.28,5493399.79
645902.46,5493403.19
645897.57,5493406.64
645895.10,5493408.38
645892.61,5493410.13
645890.10,5493411.90
